draft_age,draft_pick,draft_year,entry,games,played_until,player,player_id,plus_minus,point_share,points,position,team,team_id
18,117,2013,117,,,Fredrik Bergvik,bergvfr01,,,,G,San Jose Sharks,COL
18,119,2012,119,,,Calle Andersson,anderca01,,,,D,New York Rangers,EDM
18,124,2010,124,,,Austin Madaisky,madaiau01,,,,D,Columbus Blue Jackets,EDM
19,122,2009,121,1,2010,Anton Klementyev,klemean01,0,0.0,0,D,New York Islanders,NYI
18,124,2008,124,,,Nicklas Lasu,lasuni01,,,,LW,Atlanta Thrashers,TBL
18,125,2007,125,,,Brett Leffler,lefflbr01,,,,RW,Washington Capitals,CHI
19,127,2006,127,,,Maxime Lacroix,lacroma01,,,,LW,Washington Capitals,STL
18,123,2011,123,,,Garrett Meurs,meursga01,,,,C,Colorado Avalanche,EDM
18,83,2018,83,,,Riley Stotts,stottri01,,,,C,Toronto Maple Leafs,BUF
18,110,2017,110,,,Ian Scott,scottia01,,,,G,Toronto Maple Leafs,NJD
18,112,2016,112,,,Jacob Moverare,moverja01,,,,D,Los Angeles Kings,TOR
18,114,2015,114,,,Dmitry Zhukenov,zhukedm01,,,,C,Vancouver Canucks,EDM
19,116,2014,116,162,2019,Danton Heinen,heineda01,20,8.0,81,C/LW,Boston Bruins,FLA
18,118,2013,118,22,2018,Hudson Fasching,faschhu01,0,0.1,3,RW,Los Angeles Kings,COL
18,120,2012,120,309,2019,Jaccob Slavin,slavija01,25,25.3,115,D,Carolina Hurricanes,EDM
20,125,2010,125,,,Tony Dehart,deharto01,,,,D,New York Islanders,EDM
18,123,2009,122,,,Alex Velischek,velisal01,,,,D,Pittsburgh Penguins,NYI
20,125,2008,125,,,Kristofer Berglund,berglkr01,,,,D,St. Louis Blues,TBL
18,126,2007,126,,,Joe Lavin,lavinjo01,,,,D,Chicago Blackhawks,CHI
18,128,2006,128,42,2016,Andrew Bodnarchuk,bodnaan01,-9,0.1,4,D,Boston Bruins,STL
18,124,2011,124,,,Yaroslav Kosov,kosovya01,,,,C,Florida Panthers,EDM
18,84,2018,84,,,Jesper Eliasson,eliasje01,,,,G,Detroit Red Wings,BUF
18,111,2017,111,,,Jeremy Swayman,swaymje01,,,,G,Boston Bruins,NJD
19,113,2016,113,,,Nathan Noel,noelna01,,,,C,Chicago Blackhawks,TOR
18,115,2015,115,2,2017,Alexandre Carrier,carrial01,1,0.1,0,D,Nashville Predators,EDM
18,117,2014,117,5,2019,Michael Bunting,buntimi01,0,0.1,1,LW,Arizona Coyotes,FLA
18,119,2013,119,,,Ryan Segalla,segalry01,,,,D,Pittsburgh Penguins,COL
18,121,2012,121,,,Nikolay Prokhorkin,prokhni01,,,,LW,Los Angeles Kings,EDM
19,126,2010,126,,,Patrick Cehlin,cehlipa01,,,,RW,Nashville Predators,EDM
20,124,2009,123,,,Kieran Millan,millaki01,,,,G,Colorado Avalanche,NYI
18,126,2008,126,50,2015,Kevin Poulin,poulike01,0,6.0,1,G,New York Islanders,TBL
18,127,2007,127,1,2012,Milan Kytnar,kytnami01,0,0.0,0,C,Edmonton Oilers,CHI
18,129,2006,129,,,Robert Nyholm,nyholro01,,,,RW,Columbus Blue Jackets,STL
19,125,2011,125,10,2014,John Persson,perssjo01,-4,-0.2,1,LW,New York Islanders,EDM
18,85,2018,85,,,Lukas Dostal,dostalu01,,,,G,Anaheim Ducks,BUF
19,112,2017,112,,,Tim Soderlund,soderti01,,,,C/LW,Chicago Blackhawks,NJD
18,114,2016,114,1,2019,Riley Stillman,stillri01,0,0.0,0,D,Florida Panthers,TOR
18,116,2015,116,,,Glenn Gawdin,gawdigl01,,,,C,St. Louis Blues,EDM
18,118,2014,118,,,Igor Shesterkin,shestig01,,,,G,New York Rangers,FLA
18,120,2013,120,,,Ryan Fitzgerald,fitzgry01,,,,C,Boston Bruins,COL
18,122,2012,122,110,2019,Charles Hudon,hudonch01,-18,2.5,39,LW,Montreal Canadiens,EDM
18,127,2010,127,,,Cody Ferriero,ferrico01,,,,C,San Jose Sharks,EDM
18,125,2009,124,,,Cody Sol,solco01,,,,D,Atlanta Thrashers,NYI
18,127,2008,127,498,2019,Matt Calvert,calvema01,-34,14.7,175,LW,Columbus Blue Jackets,TBL
18,128,2007,128,,,Austin Smith,smithau01,,,,RW,Dallas Stars,CHI
18,130,2006,130,,,Brett Bennett,bennebr01,,,,G,Phoenix Coyotes,STL
18,126,2011,126,150,2019,Fredrik Claesson,claesfr01,-5,5.1,26,D,Ottawa Senators,EDM
18,86,2018,86,,,Alexander Khovanov,khovaal01,,,,C,Minnesota Wild,BUF
18,113,2017,113,,,Alexey Toropchenko,toropal01,,,,RW,St. Louis Blues,NJD
19,115,2016,115,,,Alex Dostie,dostial01,,,,C,Anaheim Ducks,TOR
18,117,2015,117,17,2019,Caleb Jones,jonesca01,-9,0.3,6,D,Edmonton Oilers,EDM
18,119,2014,119,,,Ben Thomas,thomabe01,,,,D,Tampa Bay Lightning,FLA
18,121,2013,121,153,2019,Tyler Motte,mottety01,-14,1.5,30,C,Chicago Blackhawks,COL
20,123,2012,123,,,Joey Laleggia,lalegjo01,,,,D,Edmonton Oilers,EDM
19,128,2010,128,,,Fredrik Pettersson-Wentzel,pettefr02,,,,G,Atlanta Thrashers,EDM
20,126,2009,125,,,David Kolomatis,kolomda01,,,,D,Los Angeles Kings,NYI
18,128,2008,128,247,2019,Greg Pateryn,patergr01,-14,7.9,36,D,Toronto Maple Leafs,TBL
18,129,2007,129,745,2019,Jamie Benn,bennja01,51,80.2,649,LW,Dallas Stars,CHI
18,131,2006,131,,,Martin Latal,latalma01,,,,RW,Phoenix Coyotes,STL
19,127,2011,127,,,Brenden Kichton,kichtbr01,,,,D,New York Islanders,EDM
18,87,2018,87,,,Linus Karlsson,karlsli01,,,,C,San Jose Sharks,BUF
20,114,2017,114,,,Petr Kvaca,kvacape01,,,,G,Colorado Avalanche,NJD
20,116,2016,116,,,Rhett Gardner,gardnrh01,,,,C/LW,Dallas Stars,TOR
18,118,2015,118,,,Jonne Tammela,tammejo01,,,,RW,Tampa Bay Lightning,EDM
20,120,2014,120,,,Steven Johnson,johnsst01,,,,D,Los Angeles Kings,FLA
19,122,2013,122,,,Christopher Clapperton,clappch01,,,,LW,Florida Panthers,COL
18,124,2012,124,,,Ryan Culkin,culkiry01,,,,D,Calgary Flames,EDM
18,129,2010,129,75,2018,Freddie Hamilton,hamilfr01,-9,-0.4,6,C,San Jose Sharks,EDM
18,127,2009,126,84,2014,Roman Horak,horakro01,-3,1.2,19,C,New York Rangers,NYI
18,129,2008,129,,,Joel Champagne,champjo01,,,,C,Toronto Maple Leafs,TBL
18,130,2007,130,,,Denis Reul,reulde01,,,,D,Boston Bruins,CHI
18,132,2006,132,,,Niko Hovinen,hovinni01,,,,G,Minnesota Wild,STL
18,128,2011,128,,,Seth Ambroz,ambrose01,,,,RW,Columbus Blue Jackets,EDM
19,88,2018,88,,,Joey Keane,keanejo01,,,,D,New York Rangers,BUF
18,115,2017,115,,,Ostap Safin,safinos01,,,,RW,Edmonton Oilers,NJD
19,117,2016,117,,,Damien Riat,riatda01,,,,LW,Washington Capitals,TOR
19,119,2015,119,,,Daniel Bernhardt,bernhda01,,,,RW,New York Rangers,EDM
19,121,2014,121,,,Maxwell Willman,willmma01,,,,C,Buffalo Sabres,FLA
18,123,2013,123,159,2019,Will Butcher,butchwi01,-16,10.7,74,D,Colorado Avalanche,COL
18,125,2012,125,,,Doyle Somerby,somerdo01,,,,D,New York Islanders,EDM
20,130,2010,130,,,Jason Wilson,wilsoja01,,,,LW,New York Rangers,EDM
19,128,2009,127,,,Eric Knodel,knodeer01,,,,D,Toronto Maple Leafs,NYI
18,130,2008,130,,,Jerome Flaake,flaakje01,,,,LW,Toronto Maple Leafs,TBL
18,131,2007,131,,,John Lee,leejo01,,,,D,Florida Panthers,CHI
18,133,2006,133,,,Bryan Pitton,pittobr01,,,,G,Edmonton Oilers,STL
18,129,2011,129,38,2019,Blake Pietila,pietibl01,-12,-0.6,4,LW,New Jersey Devils,EDM
19,89,2018,89,,,Logan Hutsko,hutsklo01,,,,RW,Florida Panthers,BUF
18,116,2017,116,,,Bryce Misley,mislebr01,,,,C,Minnesota Wild,NJD
20,118,2016,118,,,Ross Colton,coltoro01,,,,C,Tampa Bay Lightning,TOR
18,120,2015,120,70,2019,Mathieu Joseph,josepma01,5,2.5,26,RW,Tampa Bay Lightning,EDM
20,122,2014,122,,,Richard Nejezchleb,nejezri01,,,,LW,New York Rangers,FLA
21,124,2013,124,3,2017,Kristers Gudlevskis,gudlekr01,0,0.8,0,G,Tampa Bay Lightning,COL
18,126,2012,126,39,2019,Dominic Toninato,tonindo01,0,-0.1,3,C,Toronto Maple Leafs,EDM
18,131,2010,131,367,2019,John Klingberg,klingjo01,45,44.0,259,D,Dallas Stars,EDM
18,129,2009,128,95,2015,Tomas Vincour,vincoto01,-9,0.7,17,C,Dallas Stars,NYI
18,131,2008,131,,,Prab Rai,raipr01,,,,C,Vancouver Canucks,TBL
18,132,2007,132,152,2017,Chris Terry,terrych01,-21,3.4,38,LW,Carolina Hurricanes,CHI
19,134,2006,134,,,David Meckler,mecklda01,,,,LW,Los Angeles Kings,STL
18,130,2011,130,,,Tony Cameranesi,camerto01,,,,C,Toronto Maple Leafs,EDM
18,90,2018,90,,,Dmitry Semykin,semykdm01,,,,D,Tampa Bay Lightning,BUF
18,117,2017,117,,,Emil Bemstrom,bemstem01,,,,C,Columbus Blue Jackets,NJD
18,119,2016,119,,,Tanner Kaspick,kaspita01,,,,C,St. Louis Blues,TOR
18,121,2015,121,,,Ryan Shea,sheary01,,,,D,Chicago Blackhawks,EDM
18,123,2014,123,,,Matthew Berkovitz,berkoma01,,,,D,Anaheim Ducks,FLA
19,125,2013,125,34,2019,Saku Maenalanen,maenasa01,0,0.7,8,RW,Nashville Predators,COL
18,127,2012,127,,,Brian Cooper,coopebr01,,,,D,Anaheim Ducks,EDM
19,132,2010,132,67,2019,Tim Heed,heedti01,9,4.4,24,D,Anaheim Ducks,EDM
19,130,2009,129,424,2019,Mike Hoffman,hoffmmi02,-14,35.2,300,C/LW,Ottawa Senators,NYI
18,132,2008,132,,,Teigan Zahn,zahnte01,,,,D,Chicago Blackhawks,TBL
19,133,2007,133,,,Joe Stejskal,stejsjo01,,,,D,Montreal Canadiens,CHI
19,135,2006,135,,,Alex Kangas,kangaal01,,,,G,Atlanta Thrashers,STL
18,131,2011,131,93,2019,Nick Seeler,seeleni01,6,3.4,11,D,Minnesota Wild,EDM
19,91,2018,91,,,Nathan Smith,smithna03,,,,C,Winnipeg Jets,BUF
18,118,2017,118,,,Markus Phillips,phillma02,,,,D,Los Angeles Kings,NJD
18,120,2016,120,,,Otto Koivula,koivuot01,,,,LW,New York Islanders,TOR
18,122,2015,122,,,Devante Stephens,stephde01,,,,D,Buffalo Sabres,EDM
19,124,2014,124,,,Jaedon Descheneau,deschja01,,,,RW,St. Louis Blues,FLA
18,126,2013,126,,,Brent Pedersen,pederbr01,,,,LW,Carolina Hurricanes,COL
20,128,2012,128,,,Daniel Gunnarsson,gunnada01,,,,D,Minnesota Wild,EDM
18,133,2010,133,321,2019,Micheal Ferland,ferlami01,3,12.8,129,LW,Calgary Flames,EDM
20,131,2009,130,,,Matt Kennedy,kennema01,,,,RW,Carolina Hurricanes,NYI
18,133,2008,133,2,2012,Philippe Cornet,corneph01,0,0.1,1,LW,Edmonton Oilers,TBL
18,134,2007,134,,,Juraj Mikus,mikusju02,,,,D,Toronto Maple Leafs,CHI
18,136,2006,136,,,Nick Sucharski,suchani01,,,,LW,Columbus Blue Jackets,STL
18,132,2011,132,,,Niklas Lundstrom,lundsni01,,,,G,St. Louis Blues,EDM
19,92,2018,92,,,Connor Dewar,dewarco01,,,,C,Minnesota Wild,BUF
19,119,2017,119,,,Roope Laavainen,laavaro01,,,,D,Chicago Blackhawks,NJD
20,121,2016,121,,,Ryan Jones,jonesry02,,,,D,Pittsburgh Penguins,TOR
19,123,2015,123,47,2019,Conor Garland,garlaco01,1,2.5,18,RW,Arizona Coyotes,EDM
18,125,2014,125,,,Nikolas Koberstein,koberni01,,,,D,Montreal Canadiens,FLA
20,127,2013,127,24,2018,Tucker Poolman,poolmtu01,2,0.7,2,D,Winnipeg Jets,COL
20,129,2012,129,7,2016,Brendan Woods,woodsbr01,-1,-0.1,0,LW,Carolina Hurricanes,EDM
18,134,2010,134,,,Cody Beach,beachco01,,,,RW,St. Louis Blues,EDM
18,132,2009,131,361,2019,Gabriel Bourque,bourqga01,-17,6.6,97,LW,Nashville Predators,NYI
18,134,2008,134,,,Jacob Lagace,lagacja01,,,,LW,Buffalo Sabres,TBL
18,135,2007,135,99,2019,Paul Carey,careypa01,-11,0.5,16,C,Colorado Avalanche,CHI
18,137,2006,137,,,Tomas Zaborsky,zaborto01,,,,W,New York Rangers,STL
18,133,2011,133,154,2019,Sean Kuraly,kuralse01,0,1.9,36,C,San Jose Sharks,EDM
18,93,2018,93,,,Riley Sutter,sutteri02,,,,RW,Washington Capitals,BUF
18,120,2017,120,,,Tobias Geisser,geissto01,,,,D,Washington Capitals,NJD
19,122,2016,122,,,Vladimir Bobylev,bobylvl01,,,,RW,Toronto Maple Leafs,TOR
18,124,2015,124,18,2018,Ethan Bear,bearet01,-11,-0.1,4,D,Edmonton Oilers,EDM
18,126,2014,126,122,2019,Gustav Forsling,forslgu02,-8,4.3,27,D,Vancouver Canucks,FLA
20,128,2013,128,,,Evan Campbell,campbev01,,,,LW,Edmonton Oilers,COL
19,130,2012,130,212,2019,Connor Hellebuyck,helleco01,0,38.5,5,G,Winnipeg Jets,EDM
20,135,2010,135,4,2014,Justin Florek,floreju01,1,0.3,2,LW,Boston Bruins,EDM
18,133,2009,132,,,Olivier Roy,royol01,,,,G,Edmonton Oilers,NYI
18,135,2008,135,12,2012,Tomas Kubalik,kubalto01,-6,0.0,4,RW,Columbus Blue Jackets,TBL
18,136,2007,136,,,Ondrej Roman,romanon01,,,,C,Dallas Stars,CHI
19,138,2006,138,7,2012,David McIntyre,mcintda01,-1,0.2,2,C,Dallas Stars,STL
18,134,2011,134,,,Shane McColgan,mccolsh01,,,,RW,New York Rangers,EDM
18,94,2018,94,,,Matej Pekar,pekarma01,,,,C,Buffalo Sabres,BUF
19,121,2017,121,20,2019,Drake Batherson,bathedr01,-2,0.7,9,C,Ottawa Senators,NJD
18,123,2016,123,,,Dylan Wells,wellsdy01,,,,G,Edmonton Oilers,TOR
18,125,2015,125,,,Dmytro Timashov,timasdm01,,,,LW,Toronto Maple Leafs,EDM
18,127,2014,127,20,2019,Clark Bishop,bishocl01,-3,0.0,3,C,Carolina Hurricanes,FLA
18,129,2013,129,11,2019,Calvin Petersen,peterca01,0,2.5,0,G,Buffalo Sabres,COL
19,131,2012,131,79,2018,Seth Griffith,griffse01,-6,1.2,19,C,Boston Bruins,EDM
18,136,2010,136,,,Isaac MacLeod,macleis01,,,,D,San Jose Sharks,EDM
18,134,2009,133,,,Mark Adams,adamsma01,,,,D,Buffalo Sabres,NYI
18,136,2008,136,,,Taylor Stefishen,stefita01,,,,LW,Nashville Predators,TBL
19,137,2007,137,,,Joshua Turnbull,turnbjo01,,,,C,Los Angeles Kings,CHI
18,139,2006,139,,,Pavel Valentenko,valenpa01,,,,D,Montreal Canadiens,STL
18,135,2011,135,,,Troy Vance,vancetr01,,,,D,Dallas Stars,EDM
18,95,2018,95,,,Jonathan Gruden,grudejo02,,,,C,Ottawa Senators,BUF
18,122,2017,122,,,Kyle Olson,olsonky01,,,,RW,Anaheim Ducks,NJD
18,124,2016,124,,,Casey Staum,staumca01,,,,D,Montreal Canadiens,TOR
18,126,2015,126,,,Luke Stevens,stevelu01,,,,LW,Carolina Hurricanes,EDM
18,128,2014,128,,,Dakota Joshua,joshuda01,,,,C,Toronto Maple Leafs,FLA
18,130,2013,130,,,Gustav Possler,posslgu01,,,,RW,Buffalo Sabres,COL
18,132,2012,132,,,Michael Clarke,clarkmi01,,,,C,Colorado Avalanche,EDM
18,137,2010,137,,,Troy Rutkowski,rutkotr01,,,,D,Colorado Avalanche,EDM
19,135,2009,134,52,2019,Corban Knight,knighco01,-3,0.8,12,C,Florida Panthers,NYI
19,137,2008,137,7,2016,Brent Regner,regnebr01,-2,-0.1,0,D,Columbus Blue Jackets,TBL
18,138,2007,138,,,Max Campbell,campbma01,,,,C,New York Rangers,CHI
19,140,2006,140,,,Cody Wild,wildco01,,,,D,Edmonton Oilers,STL
18,136,2011,136,,,Samuel Noreau,noreasa01,,,,D,New York Rangers,EDM
18,96,2018,96,,,Luke Henman,henmalu01,,,,C,Carolina Hurricanes,BUF
20,123,2017,123,,,Brandon Crawley,crawlbr01,,,,D,New York Rangers,NJD
20,125,2016,125,,,Nolan Stevens,steveno01,,,,C,St. Louis Blues,TOR
19,127,2015,127,,,Niko Mikkola,mikkoni01,,,,D,St. Louis Blues,EDM
20,129,2014,129,,,Clinston Franklin,frankcl01,,,,LW,Winnipeg Jets,FLA
18,131,2013,131,,,Cole Ully,ullyco01,,,,LW,Dallas Stars,COL
19,133,2012,133,,,Logan Nelson,nelsolo01,,,,C,Buffalo Sabres,EDM
18,138,2010,138,122,2019,Louis Domingue,dominlo01,0,18.3,2,G,Phoenix Coyotes,EDM
19,136,2009,135,,,Radoslav Illo,illora01,,,,C,Anaheim Ducks,NYI
18,138,2008,138,,,Maxim Trunev,trunema01,,,,RW,Montreal Canadiens,TBL
18,139,2007,139,,,Brad Eidsness,eidsnbr01,,,,G,Buffalo Sabres,CHI
18,141,2006,141,,,Kim Johansson,johanki01,,,,W,New York Islanders,STL
18,137,2011,137,,,Alex Lepkowski,lepkoal01,,,,D,Buffalo Sabres,EDM
18,97,2018,97,,,Allan McShane,mcshaal01,,,,C,Montreal Canadiens,BUF
19,124,2017,124,,,Vladislav Kara,karavl01,,,,LW,Toronto Maple Leafs,NJD
18,126,2016,126,,,Mitchell Mattson,mattsmi01,,,,C,Calgary Flames,TOR
18,128,2015,128,,,David Kase,kaseda01,,,,RW,Philadelphia Flyers,EDM
19,130,2014,130,,,Liam Coughlin,coughli01,,,,C/LW,Edmonton Oilers,FLA
18,132,2013,132,,,Terrance Amorosa,amorote01,,,,D,Philadelphia Flyers,COL
18,134,2012,134,,,Branden Troock,troocbr01,,,,RW,Dallas Stars,EDM
20,139,2010,139,,,Luke Walker,walkelu01,,,,RW,Colorado Avalanche,EDM
18,137,2009,136,,,Thomas Larkin,larkith01,,,,D,Columbus Blue Jackets,NYI
19,139,2008,139,322,2019,Mark Borowiecki,borowma01,-12,7.1,33,D,Ottawa Senators,TBL
18,140,2007,140,25,2012,Cody Almond,almonco01,-8,-0.2,2,C,Minnesota Wild,CHI
18,142,2006,142,,,Maxime Frechette,frechma01,,,,D,Columbus Blue Jackets,STL
18,138,2011,138,13,2016,Darren Dietz,dietzda01,-1,0.8,5,D,Montreal Canadiens,EDM
18,98,2018,98,,,Ryan O'Reilly,oreilry02,,,,RW,Detroit Red Wings,BUF
19,125,2017,125,,,Igor Shvyrev,shvyrig01,,,,C,Colorado Avalanche,NJD
18,127,2016,127,,,Jordan Stallard,stalljo01,,,,C,Winnipeg Jets,TOR
19,129,2015,129,,,Sam Ruopp,ruoppsa01,,,,D,Columbus Blue Jackets,EDM
18,131,2014,131,,,Ryan Rehill,rehilry01,,,,D,New Jersey Devils,FLA
18,133,2013,133,19,2019,Connor Clifton,cliftco01,5,0.8,1,D,Phoenix Coyotes,COL
19,135,2012,135,,,Graham Black,blackgr01,,,,C,New Jersey Devils,EDM
18,140,2010,140,85,2019,Kenny Agostino,agostke01,-8,1.9,30,LW,Pittsburgh Penguins,EDM
19,138,2009,137,15,2019,Wade Megan,meganwa01,-3,0.0,2,C,Florida Panthers,NYI
20,140,2008,140,74,2013,Mark Olver,olverma01,-7,1.9,22,C,Colorado Avalanche,TBL
18,141,2007,141,526,2019,Jake Muzzin,muzzija01,35,46.9,229,D,Pittsburgh Penguins,CHI
20,143,2006,143,,,Ashton Rome,romeas01,,,,RW,San Jose Sharks,STL
20,139,2011,139,504,2019,Andrew Shaw,shawan01,33,25.3,233,C,Chicago Blackhawks,EDM
18,99,2018,99,,,Stanislav Demin,deminst01,,,,D,Vegas Golden Knights,BUF
18,126,2017,126,,,Michael Karow,karowmi01,,,,D,Arizona Coyotes,NJD
18,128,2016,128,,,Colton Point,pointco01,,,,G,Dallas Stars,TOR
18,130,2015,130,,,Karlis Cukste,cukstka01,,,,D,San Jose Sharks,EDM
19,132,2014,132,,,Joonas Lyytinen,lyytijo01,,,,D,Nashville Predators,FLA
18,134,2013,134,15,2019,Luke Johnson,johnslu01,-8,-0.5,1,C,Chicago Blackhawks,COL
18,136,2012,136,,,Robert Baillargeon,baillro01,,,,C,Ottawa Senators,EDM
18,141,2010,141,223,2019,Petr Mrazek,mrazepe01,0,34.1,3,G,Detroit Red Wings,EDM
18,139,2009,138,87,2018,Gabriel Dumont,dumonga01,1,0.1,9,C,Montreal Canadiens,NYI
18,141,2008,141,,,Chris Doyle,doylech01,,,,C,New York Rangers,TBL
19,142,2007,142,,,Andrew Conboy,conboan01,,,,LW,Montreal Canadiens,CHI
19,144,2006,144,,,Martin Nolet,noletma01,,,,D,Los Angeles Kings,STL
19,140,2011,140,,,Joel Lowry,lowryjo01,,,,LW,Los Angeles Kings,EDM
20,100,2018,100,,,Adam Mascherin,maschad01,,,,LW,Dallas Stars,BUF
18,127,2017,127,,,Lucas Elvenes,elvenlu01,,,,C RW,Vegas Golden Knights,NJD
19,129,2016,129,,,Philip Nyberg,nyberph01,,,,D,Buffalo Sabres,TOR
18,131,2015,131,,,Matthew Bradley,bradlma02,,,,C,Montreal Canadiens,EDM
18,133,2014,133,,,Dysin Mayo,mayody01,,,,D,Arizona Coyotes,FLA
18,135,2013,135,,,Eric Roy,royer03,,,,D,Calgary Flames,COL
18,137,2012,137,201,2019,Connor Carrick,carrico01,-14,7.0,41,D,Washington Capitals,EDM
18,142,2010,142,,,Caleb Herbert,herbeca01,,,,C,Washington Capitals,EDM
18,140,2009,139,,,Scott Stajcer,stajcsc01,,,,G,New York Rangers,NYI
18,142,2008,142,,,Kory Nagy,nagyko01,,,,LW,New Jersey Devils,TBL
18,143,2007,143,,,Mickey Renaud,renaumi01,,,,C,Calgary Flames,CHI
20,145,2006,145,5,2013,Jon Rheault,rheaujo01,0,-0.1,0,RW,Philadelphia Flyers,STL
20,141,2011,141,,,Darian Dziurzynski,dziurda02,,,,LW,Phoenix Coyotes,EDM
18,101,2018,101,,,Nico Gross,grossni02,,,,D,New York Rangers,BUF
19,128,2017,128,,,Tyler Steenbergen,steenty01,,,,C,Arizona Coyotes,NJD
18,130,2016,130,,,Vojtech Budik,budikvo01,,,,D,Buffalo Sabres,TOR
18,132,2015,132,,,Karch Bachman,bachmka01,,,,LW,Florida Panthers,EDM
18,134,2014,134,3,2018,Shane Gersich,gersish01,-1,0.0,1,C/LW,Washington Capitals,FLA
18,136,2013,136,,,Victor CrusRydberg,crusrvi01,,,,C,New York Islanders,COL
18,138,2012,138,25,2019,Daniel O'Regan,oregada01,-4,0.1,5,C,San Jose Sharks,EDM
18,143,2010,143,,,Gregg Sutch,sutchgr01,,,,RW,Buffalo Sabres,EDM
18,141,2009,140,,,Spencer Bennett,bennesp01,,,,LW,Calgary Flames,NYI
18,143,2008,143,,,Stefan Warg,wargst01,,,,D,Anaheim Ducks,TBL
19,144,2007,144,25,2011,Andreas Thuresson,thurean01,-6,-0.2,3,C,Nashville Predators,CHI
20,146,2006,146,1,2011,Mark Dekanich,dekanma01,0,0.1,0,G,Nashville Predators,STL
18,142,2011,142,,,Simon Karlsson,karlssi01,,,,D,Nashville Predators,EDM
20,102,2018,102,,,Jasper Weatherby,weathja01,,,,C,San Jose Sharks,BUF
21,129,2017,129,,,Gilles Senn,senngi01,,,,G,New Jersey Devils,NJD
19,131,2016,131,,,Adam Werner,wernead01,,,,G,Colorado Avalanche,TOR
18,133,2015,133,,,Joseph Cecconi,ceccojo01,,,,D,Dallas Stars,EDM
18,135,2014,135,,,Miro Karjalainen,karjami01,,,,D,Dallas Stars,FLA
19,137,2013,137,3,2018,Carson Soucy,soucyca01,-2,-0.1,0,D,Minnesota Wild,COL
20,139,2012,139,,,Garret Ross,rossga01,,,,LW,Chicago Blackhawks,EDM
18,144,2010,144,25,2019,Sam Carrick,carrisa01,-2,0.0,3,C,Toronto Maple Leafs,EDM
20,142,2009,141,,,Nic Riopel,riopeni01,,,,G,Philadelphia Flyers,NYI
18,144,2008,144,,,Joel Broda,brodajo01,,,,C,Washington Capitals,TBL
18,145,2007,145,,,Charles-Antoine Messier,messich01,,,,C,Vancouver Canucks,CHI
18,147,2006,147,179,2019,Alex Biega,biegaal01,-14,6.4,36,D,Buffalo Sabres,STL
18,143,2011,143,6,2016,Max Friberg,fribema01,-1,-0.1,0,LW,Anaheim Ducks,EDM
18,103,2018,103,,,Jacob Pivonka,pivonja01,,,,C,New York Islanders,BUF
18,130,2017,130,,,David Noel,noelda01,,,,D,St. Louis Blues,NJD
19,132,2016,132,,,Yegor Rykov,rykovye01,,,,D,New Jersey Devils,TOR
19,134,2015,134,,,Matt Schmalz,schmama01,,,,RW,Los Angeles Kings,EDM
18,136,2014,136,,,Chase Perry,perrych01,,,,G,Detroit Red Wings,FLA
18,138,2013,138,,,Vincent Dunn,dunnvi01,,,,C,Ottawa Senators,COL
19,140,2012,140,,,Michael McKee,mckeemi02,,,,D,Detroit Red Wings,EDM
19,145,2010,145,,,Adam Polasek,polasad01,,,,D,Vancouver Canucks,EDM
18,143,2009,142,,,Peter Andersson,anderpe04,,,,D,Vancouver Canucks,NYI
18,145,2008,145,,,Eero Elo,eloee01,,,,LW,Minnesota Wild,TBL
19,146,2007,146,,,Ilja Kablukov,kabluil01,,,,C,Vancouver Canucks,CHI
20,148,2006,148,18,2011,Olivier Magnan,magnaol01,-4,0.2,0,D,New Jersey Devils,STL
18,144,2011,144,2,2015,Dominik Uher,uherdo01,-1,-0.1,0,C,Pittsburgh Penguins,EDM
18,104,2018,104,,,Lenni Killinen,killile01,,,,RW,Carolina Hurricanes,BUF
18,131,2017,131,,,Cole Fraser,fraseco02,,,,D,Detroit Red Wings,NJD
18,133,2016,133,56,2019,Maxime Lajoie,lajoima01,-25,1.2,15,D,Ottawa Senators,TOR
18,135,2015,135,,,Kirill Kaprizov,kapriki01,,,,LW,Minnesota Wild,EDM
18,137,2014,137,,,Tyler Bird,birdty01,,,,RW,Columbus Blue Jackets,FLA
18,139,2013,139,,,Mitchell Wheaton,wheatmi01,,,,D,Detroit Red Wings,COL
18,141,2012,141,,,Reece Willcox,willcre01,,,,D,Philadelphia Flyers,EDM
20,146,2010,146,,,Daniel Brodin,brodida01,,,,LW,Toronto Maple Leafs,EDM
19,144,2009,143,,,Derek Rodwell,rodwede01,,,,LW,New Jersey Devils,NYI
18,146,2008,146,,,Julien Demers,demerju01,,,,D,San Jose Sharks,TBL
18,147,2007,147,,,Jean-Simon Allard,allarje01,,,,C,Buffalo Sabres,CHI
18,149,2006,149,,,Juuso Puustinen,puustju01,,,,RW,Calgary Flames,STL
18,145,2011,145,,,Philippe Hudon,hudonph01,,,,C/RW,Detroit Red Wings,EDM
18,105,2018,105,,,Martin Pospisil,pospima01,,,,C,Calgary Flames,BUF
18,132,2017,132,,,Jacob Peterson,peterja01,,,,C,Dallas Stars,NJD
19,134,2016,134,,,Jeremy Helvig,helvije01,,,,G,Carolina Hurricanes,TOR
18,136,2015,136,,,Pavel Karnaukhov,karnapa01,,,,LW,Calgary Flames,EDM
18,138,2014,138,104,2019,Oskar Lindblom,lindbos01,-5,3.1,39,LW,Philadelphia Flyers,FLA
